Center,period,Product Rating (PR)
760 - Gold's Gym (Kandivali West),Q-2023-10-01,3.81
761 - Cult Greater Noida West,Q-2023-10-01,3.89
764 - Cult Gym Dwarka Sector 12,Q-2023-10-01,3.65
767 - VFitness,Q-2023-10-01,3.85
769 - Cult RDC Ghaziabad,Q-2023-10-01,3.87
77 - Speed Fitness,Q-2023-10-01,3.58
776 - Gold's Gym (Rajahmundry),Q-2023-10-01,3.33
777 - Gold's Gym Guwahati(Ganeshguri),Q-2023-10-01,3.67
778 - Gold's Gym (Shillong),Q-2023-10-01,3.82
779 - Yashmaxx Fitness,Q-2023-10-01,3.76
780 - Big Box,Q-2023-10-01,3.65
781 - MS Fitness,Q-2023-10-01,3.76
782 - Prime Strength,Q-2023-10-01,3.76
785 - Gold's Gym Canada Corner,Q-2023-10-01,3.33
788 - Orca Fitness (Chinchwad),Q-2023-10-01,3.66
789 - Cult Gym KR Puram,Q-2023-10-01,3.67
790 - Cult KR Puram,Q-2023-10-01,3.84
795 - Gold's Gym Bilaspur,Q-2023-10-01,3.06
80 - Technolife Fitness Club,Q-2023-10-01,3.68
801 - Gold's Gym Belgaum,Q-2023-10-01,3.75
81 - Clout Fitness,Q-2023-10-01,3.63
82 - Stark Fitness Studio,Q-2023-10-01,3.62
826 - Gold's Gym Moradabad,Q-2023-10-01,3.68
827 - Gold's Gym Sangli,Q-2023-10-01,3.9
828 - Gold's Gym Ashiana Nagar,Q-2023-10-01,3.75
829 - Gold's Gym Imphal,Q-2023-10-01,3.95
83 - Black Vigor (Gaur City),Q-2023-10-01,3.75
830 - Gold's Gym Bareilly,Q-2023-10-01,3.56
832 - Gold's Gym Tumkur,Q-2023-10-01,3.71
833 - Gold's Gym Hesaraghatta Main Road,Q-2023-10-01,3.51
834 - 1Life Fitness,Q-2023-10-01,3.64
836 - LMNT Fitness Club,Q-2023-10-01,3.75
837 - Gold's Gym Greater Kailash,Q-2023-10-01,3.39
839 - F7 Fitness by Prasad Konda (Bolarum),Q-2023-10-01,3.65
84 - Black Vigor,Q-2023-10-01,3.77
843 - Your Life Fitness Gym (Sector 61 Noida),Q-2023-10-01,3.77
848 - Nani's School of Fitness,Q-2023-10-01,3.6
85 - F Square Fitness,Q-2023-10-01,3.69
850 - Gold's Gym Civil Lines,Q-2023-10-01,3.68
852 - Gold's Gym Roorkee,Q-2023-10-01,3.64
858 - Gold's Gym Muzaffarpur,Q-2023-10-01,3.55
859 - Gold's Gym Rourkela,Q-2023-10-01,3.55
862 - Cult Goregaon West,Q-2023-10-01,3.9
863 - Cult Borivali West,Q-2023-10-01,3.93
864 - Gold's Gym Mall Road,Q-2023-10-01,3.76
867 - Sehat World (Sector -23),Q-2023-10-01,3.89
868 - Cult Gym Dharampeth,Q-2023-10-01,3.62
869 - Cult Gym Manikonda,Q-2023-10-01,3.63
"870 - Cult Gym Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2023-10-01,3.69
871 - Cult Manikonda,Q-2023-10-01,3.91
"872 - Cult Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2023-10-01,3.86
879 - Stallion Xtreme Fitness,Q-2023-10-01,3.71
88 - Stallion Fitness,Q-2023-10-01,3.72
882 - Sankey Lake,Q-2023-10-01,3.88
883 - Mahadevapura-2 Lake,Q-2023-10-01,3.89
884 - BHEL,Q-2023-10-01,3.96
89 - Meraki Fitness Studio,Q-2023-10-01,3.71
892 - Noida Stadium,Q-2023-10-01,4
893 - Conquest Fitness (Kukatpally),Q-2023-10-01,3.7
894 - Shivaji Park,Q-2023-10-01,
895 - Tao Devi Lal Park,Q-2023-10-01,3.97
898 - Hennuru Lake,Q-2023-10-01,3.71
90 - SR FIT CUBE,Q-2023-10-01,3.9
902 - Stark Fitness Studio (Madhapur),Q-2023-10-01,3.67
903 - Muscle Maniac (ex.Stark Fitness Studio),Q-2023-10-01,3.53
907 - Next Level Fitness Era,Q-2023-10-01,3.85
908 - Cult Gym Harlur 1st Main,Q-2023-10-01,3.67
911 - Stallion Xtreme Fitness,Q-2023-10-01,3.75
914 - B3 Wellness Studio (Horamavu),Q-2023-10-01,3.63
915 - Body Line Gym and Cardio,Q-2023-10-01,3.59
916 - Play On Fitness (Sarjapur),Q-2023-10-01,3.64
917 - Royal Fitness (MCECHS Layout),Q-2023-10-01,3.69
918 - Cult Gym Chattarpur,Q-2023-10-01,3.55
923 - Deer Park,Q-2023-10-01,4
929 - Cult Gym Kota,Q-2023-10-01,3.53
930 - Cult TFD Koramangala,Q-2023-10-01,3.8
931 - Cult Gym HSR 24th Main,Q-2023-10-01,3.62
933 - Team Core,Q-2023-10-01,3.76
934 - Kasavanahalli Lake,Q-2023-10-01,4
937 - Fitso Faridabad Manav Rachna,Q-2023-10-01,3.72
939 - Fitso Sector 43 EAS,Q-2023-10-01,3.64
"940 - Fitso Sector 51, Noida",Q-2023-10-01,3.72
944 - Fitso Palam Vihar Swiss Cottage,Q-2023-10-01,3.75
945 - Fitso Sector 51 JNS,Q-2023-10-01,3.7
946 - Fitso Madhapur Pearl,Q-2023-10-01,3.75
947 - Fitso Secunderabad Fit For Life,Q-2023-10-01,3.74
948 - Fitso Gachibowli Dolphin,Q-2023-10-01,3.65
"950 - Cult Sector 43 Ambience, Multi Sports",Q-2023-10-01,3.64
951 - Fitso Sector 48 Spuddy,Q-2023-10-01,3.72
952 - Fitso Dwarka DIS Edge,Q-2023-10-01,3.76
953 - Fitso Kondapur Playtime,Q-2023-10-01,3.77
954 - Fitso RK PURAM Swim Paradise,Q-2023-10-01,3.65
958 - Fitso JNS Synthetic Courts,Q-2023-10-01,3.65
96 - Motto Fitness,Q-2023-10-01,3.63
964 - Fitso Sector 55 Unicosmos,Q-2023-10-01,3.83
97 - Forth Fitness,Q-2023-10-01,3.52
973 - Fitso Whitefield Golden Fins,Q-2023-10-01,3.75
976 - Fitso JP Nagar The Sports Club,Q-2023-10-01,3.73
977 - Fitso Panathur PK Sports 2,Q-2023-10-01,3.73
978 - Fitso Panathur PK Sports 1,Q-2023-10-01,3.62
979 - Fitso Koramangala PK Sports,Q-2023-10-01,3.81
980 - Fitso Bannerghatta Rd Fiton,Q-2023-10-01,3.79
988 - BaddyZone HSR,Q-2023-10-01,3.82
997 - Fitso SVIS Dwarka,Q-2023-10-01,3.8
10 - Fuerza Koramangala,Q-2024-01-01,3.46
1001 - Fitso Bellandur Game Theory,Q-2024-01-01,3.68
1008 - Fitness Zone (Hafeezpet),Q-2024-01-01,3.75
101 - Play On Fitness,Q-2024-01-01,3.63
1012 - Fitness Freaks,Q-2024-01-01,3.59
1013 - GymX Prime (Whitefield),Q-2024-01-01,3.68
1014 - Cult Gym Marathahalli,Q-2024-01-01,3.59
1015 - Gold's Gym Sinhagad Road,Q-2024-01-01,3.8
1016 - Cloud 9 Fitness,Q-2024-01-01,3.7
1019 - Cult Gym Gachibowli,Q-2024-01-01,3.62
102 - Play On Fitness (defunct),Q-2024-01-01,
1020 - Gold's Gym Aundh,Q-2024-01-01,3.72
1021 - Gold's Gym Lower Parel,Q-2024-01-01,3.87
1023 - Cult Harlur 1st Main,Q-2024-01-01,3.8
1025 - Cult Kalyan Nagar 5th Block,Q-2024-01-01,3.88
1026 - Cult Gym Kalyan Nagar 5th Block,Q-2024-01-01,3.62
1027 - Cult Gym Janakpuri,Q-2024-01-01,3.59
103 - Mani's Core Fit,Q-2024-01-01,3.69
1030 - Cult Gym Siripuram,Q-2024-01-01,3.63
1031 - Cult Gym Prabhadevi,Q-2024-01-01,3.74
1032 - Cult Gym Panchkula Sector 9,Q-2024-01-01,3.79
1033 - Fitmax (Madhapur),Q-2024-01-01,3.49
1034 - Stark Fitness Studio (Bachupally),Q-2024-01-01,3.72
1035 - Glint Fitness Center,Q-2024-01-01,3.52
1036 - Stark Fitness Studio (Sainikpuri),Q-2024-01-01,3.72
1037 - Stark Fitness Studio,Q-2024-01-01,3.58
1038 - Cult Gym Uttarahalli,Q-2024-01-01,3.73
1039 - Cult Gym C Scheme,Q-2024-01-01,3.64
104 - Fitt Lounge,Q-2024-01-01,3.61
1040 - Muscle Junkie (Model Town),Q-2024-01-01,3.65
1041 - Fitso Hennur Agon Sports,Q-2024-01-01,3.67
1042 - Fitso Sector 116 Spuddy,Q-2024-01-01,3.69
1046 - Fitso Whitefield AH Sportstreet,Q-2024-01-01,3.44
1047 - Moments Fitness Hub 1.0,Q-2024-01-01,3.64
1049 - Gympoint The Fitness Studio,Q-2024-01-01,3.63
1050 - Cult Gym Miyapur X Roads,Q-2024-01-01,3.64
1051 - Supergym Prime (Varthur),Q-2024-01-01,3.72
1052 - Cult Uttarahalli,Q-2024-01-01,3.89
1053 - Cult Miyapur X Roads,Q-2024-01-01,3.87
"1054 - Black Vigor (Sector 49, Noida)",Q-2024-01-01,3.67
1055 - Cult Gym Fraser Road,Q-2024-01-01,3.67
1056 - Cult Gym Mahanagar,Q-2024-01-01,3.51
1057 - Cult Mahanagar,Q-2024-01-01,3.8
1059 - G8 Fitness,Q-2024-01-01,3.71
106 - F7 Fitness Exclusive,Q-2024-01-01,3.45
1060 - Cult Fraser Road,Q-2024-01-01,3.88
1061 - Iron Sanctuary,Q-2024-01-01,3.6
"1062 - Cult Gym Universal Trade Tower, Sohna Rd",Q-2024-01-01,3.68
"1063 - Cult Universal Trade Tower, Sohna Rd",Q-2024-01-01,3.91
1064 - Cult Gym OIC Lower Parel,Q-2024-01-01,3.82
1065 - Cult OIC Lower Parel,Q-2024-01-01,3.85
1066 - Muscle Factory,Q-2024-01-01,3.75
1067 - Muscle Factory,Q-2024-01-01,3.79
1068 - Cult Gym Eros Sector 49,Q-2024-01-01,3.76
1069 - Cult Gym Himayatnagar Main(Hyderguda),Q-2024-01-01,3.63
1070 - Cult Gym Madhapur,Q-2024-01-01,3.66
1071 - Cult Gym Indiranagar 6th Main,Q-2024-01-01,3.55
1072 - Cult Gym AECS-Brookfield,Q-2024-01-01,3.52
1073 - Cult Himayatnagar Main,Q-2024-01-01,3.9
1074 - Cult Indiranagar 6th Main,Q-2024-01-01,3.81
1075 - Cult Kota,Q-2024-01-01,3.91
1076 - Cult Gym Mahadevpura,Q-2024-01-01,3.55
1077 - Cult Neo Gym Hoodi,Q-2024-01-01,3.65
1078 - Cult Gym Kundalahalli,Q-2024-01-01,3.58
1079 - GymPoint The Fitness Studio (Malakpet),Q-2024-01-01,3.68
1080 - Gold's Gym (Ulubari),Q-2024-01-01,3.53
1081 - Pran Fitness,Q-2024-01-01,3.62
1082 - Benefit Arena,Q-2024-01-01,3.69
1083 - Foundry Active (Kaggadasapura),Q-2024-01-01,3.6
1084 - Prince Fitness,Q-2024-01-01,3.82
1085 - Youmania,Q-2024-01-01,3.81
1086 - Youmania,Q-2024-01-01,3.89
1087 - Aarna Fitness (Konanakunte),Q-2024-01-01,3.61
1088 - Brad Fitness,Q-2024-01-01,3.59
109 - Akhil Fitness World,Q-2024-01-01,3.71
1092 - Virtue Fitness,Q-2024-01-01,3.74
1093 - I Lift Fitness (East Of Kailash),Q-2024-01-01,3.69
1094 - Club Fit,Q-2024-01-01,3.58
1095 - Fitness Turf (Kompally),Q-2024-01-01,3.64
1096 - Cult C Scheme,Q-2024-01-01,3.86
1097 - Gold's Gym Jamshedpur,Q-2024-01-01,3.53
1098 - Cult Gym Akshaynagar,Q-2024-01-01,3.68
1099 - Cult Gym Habsiguda(Hybrid),Q-2024-01-01,3.59
11 - Fuerza HSR,Q-2024-01-01,3.58
110 - Fluid,Q-2024-01-01,3.72
1100 - Cult Gym Kondapur,Q-2024-01-01,3.64
1104 - Elite Fitness Club,Q-2024-01-01,3.75
1105 - MP Sports Arena,Q-2024-01-01,3.83
1106 - Fitso Silpa Park Badminton,Q-2024-01-01,3.74
1107 - Fitso Kondapur Playtime Sports,Q-2024-01-01,3.7
1108 - Cult Gym Varthur,Q-2024-01-01,3.73
1109 - Powerr Vibes Gym,Q-2024-01-01,3.8
111 - Fluid,Q-2024-01-01,3.76
1115 - Cult AECS-Brookfield,Q-2024-01-01,3.82
1116 - Cult Gym Budigere Cross,Q-2024-01-01,3.75
1117 - Cult Budigere Cross,Q-2024-01-01,3.89
1118 - Cult Gym Sion,Q-2024-01-01,3.7
1119 - Cult Sion,Q-2024-01-01,3.88
1120 - Cult Gym Siliguri,Q-2024-01-01,3.89
1123 - Cult Varthur,Q-2024-01-01,3.83
1124 - Gold's Gym (Gomti Nagar),Q-2024-01-01,4
1125 - Cult Siliguri,Q-2024-01-01,3.97
1126 - Gold's Gym Banashankari,Q-2024-01-01,3.64
1127 - Gold's Gym NIBM,Q-2024-01-01,3.6
1128 - B3 Wellness Studio (JP Nagar),Q-2024-01-01,3.63
1129 - Fitness First Platinum Crest Mukta,Q-2024-01-01,3.73
113 - Fitness Ministry,Q-2024-01-01,3.64
1130 - Cult Gym Paschim Vihar - Rohtak Rd,Q-2024-01-01,3.73
1131 - Cult Paschim Vihar - Rohtak Rd,Q-2024-01-01,3.92
1132 - Revive Fitness,Q-2024-01-01,3.73
1133 - Step Up Fitness (Vile Parle East),Q-2024-01-01,3.77
1136 - Fit Gym Reloaded,Q-2024-01-01,3.82
1137 - IGNYT Gym (Paschim Vihar),Q-2024-01-01,3.75
1138 - Cult Gym Nallagandla - Huda,Q-2024-01-01,3.63
1139 - Cult Nallagandla - Huda,Q-2024-01-01,3.91
"114 - Cult Thane, Ghodbunder Road",Q-2024-01-01,3.91
1140 - Cult Gym Panathur,Q-2024-01-01,3.58
1141 - Cult Panathur,Q-2024-01-01,3.8
1142 - Cult Gym Patia,Q-2024-01-01,3.78
1143 - Cult Patia,Q-2024-01-01,3.92
1144 - Cult Gym Bommanahalli,Q-2024-01-01,3.62
1145 - Cult Bommanahalli,Q-2024-01-01,3.85
1146 - Reveal Fitness,Q-2024-01-01,3.76
1147 - HRX Gym JP Nagar,Q-2024-01-01,3.65
1148 - HRX Gym AS Rao Nagar,Q-2024-01-01,3.67
1149 - Cult Gym Nagarbhavi,Q-2024-01-01,3.6
115 - Cult Indiranagar,Q-2024-01-01,3.84
1150 - Cult Nagarbhavi,Q-2024-01-01,3.87
1151 - Fitso DPSG Palam Vihar,Q-2024-01-01,3.71
1152 - Fitso Thubarahalli MKR Sports Arena,Q-2024-01-01,3.71
1153 - Modest Gainz,Q-2024-01-01,3.69
1156 - Fitso E-City Nova Sports,Q-2024-01-01,3.71
1157 - Cult Gym Vyapar Kendra,Q-2024-01-01,3.63
1158 - Cult Vyapar Kendra,Q-2024-01-01,3.86
1159 - HRX Gym Kothapet,Q-2024-01-01,3.42
116 - Cult JP Nagar,Q-2024-01-01,3.86
1162 - Fitso Mahadevapura Play Plus,Q-2024-01-01,3.58
1163 - Fitso Ramamurthy Nagar Sport Fit,Q-2024-01-01,3.75
1166 - Iron Fist (Moosapet),Q-2024-01-01,3.71
1167 - Millennium Fitness Club (Banjara Hills),Q-2024-01-01,3.74
1169 - Gold's Gym (Bandra),Q-2024-01-01,3.83
117 - Cult HSR 19th Main,Q-2024-01-01,3.83
1171 - Gold's Gym (Raj Nagar Extension),Q-2024-01-01,3.57
1172 - Cult Gym Whitefield Main Rd,Q-2024-01-01,3.56
1176 - Cult Gym Kasavanahalli,Q-2024-01-01,3.6
1178 - Cult Gym Thanisandra,Q-2024-01-01,3.58
"1179 - Fitnest Prime, Prashant Vihar",Q-2024-01-01,3.67
118 - Cult Sarjapur,Q-2024-01-01,3.86
1180 - Cult Gym Gurgaon Sec-56,Q-2024-01-01,3.67
1182 - Burn And Build,Q-2024-01-01,3.46
1185 - Cult Thanisandra,Q-2024-01-01,3.8
1186 - Cult Kasavanahalli,Q-2024-01-01,3.86
1187 - Cult Gurgaon Sec-56,Q-2024-01-01,3.86
1188 - Fitso Karmanghat One All,Q-2024-01-01,3.74
1189 - Vogue Health Club (JP Nagar),Q-2024-01-01,3.64
119 - Cult Bellandur,Q-2024-01-01,3.83
1191 - Cult Gym Neeladri Road ECity,Q-2024-01-01,3.63
1192 - Cult Neeladri Road ECity,Q-2024-01-01,3.82
1194 - New Supergym Prime (Hoodi),Q-2024-01-01,3.6
1195 - Speed Fitness (Bandlaguda),Q-2024-01-01,3.65
1196 - Raptor Fitness (Gachibowli),Q-2024-01-01,3.69
120 - Cult Koramangala 80ft Rd,Q-2024-01-01,3.83
1201 - Cult Gym Attapur,Q-2024-01-01,3.51
1202 - Cult Gym Company Bagh,Q-2024-01-01,3.76
1203 - Cult Attapur,Q-2024-01-01,3.94
1206 - Cult Company Bagh,Q-2024-01-01,3.79
1207 - Elgis Fitness Gym,Q-2024-01-01,3.72
121 - Cult Tribe Indiranagar,Q-2024-01-01,3.81
1220 - All Time Fitness Sector 14,Q-2024-01-01,4
123 - Cult Whitefield,Q-2024-01-01,3.87
125 - Cult Koramangala Bethany,Q-2024-01-01,
1256 - OTwo Gym N Spa,Q-2024-01-01,
1261 - Intensity Fitness Center,Q-2024-01-01,
1263 - All Time Fitness (Previously Aimfit Gym),Q-2024-01-01,
1268 - Poundd Fitness,Q-2024-01-01,
1271 - Gravitaz,Q-2024-01-01,4
1273 - 300 Fitness,Q-2024-01-01,
1277 - Anytime Fitness Shahdara,Q-2024-01-01,4
"129 - Cult Whitefield, Shantiniketan",Q-2024-01-01,3.86
1291 - Moltom The Fitness Lounge,Q-2024-01-01,
13 - GymX,Q-2024-01-01,3.43
1310 - Moments Fitness Hub 4.0,Q-2024-01-01,3.7
1311 - The Royal Fitness Club,Q-2024-01-01,3.61
"1320 - Cult Gym Fitnest Prime, Vasant Kunj",Q-2024-01-01,3.57
1332 - Pink Fitness - Ganapathy,Q-2024-01-01,
134 - Cult Mahadevapura,Q-2024-01-01,3.84
1340 - Fitness Point Swimming Academy Sector 56,Q-2024-01-01,4
1347 - Physique First Gym And Spa,Q-2024-01-01,4
135 - Cult Malleshwaram,Q-2024-01-01,3.85
1368 - Yogic Panacea Studio,Q-2024-01-01,
1370 - ETG The Gym Nirman Vihar,Q-2024-01-01,4
138 - Cult Jayanagar,Q-2024-01-01,3.87
1386 - Anytime Fitness Vikaspuri,Q-2024-01-01,
139 - Cult Basaveshwar Nagar,Q-2024-01-01,3.89
1397 - Plus Fitness 24*7 South Bopal,Q-2024-01-01,4
1424 - Shark Fitness (Secunderabad),Q-2024-01-01,3.62
143 - Cult RMV 2nd Stage (Deprecated),Q-2024-01-01,3.83
"1430 - Cult Gym Thane, Ghodbunder Road",Q-2024-01-01,3.8
144 - Cult Electronic City,Q-2024-01-01,3.84
1451 - Gold's Gym (Breach Candy),Q-2024-01-01,3.78
1453 - Cult Gym Paschim Vihar - B Block,Q-2024-01-01,3.71
1454 - Cult Paschim Vihar - B Block,Q-2024-01-01,3.87
1461 - Drona The Fitness Gurukul (Chandra Layout),Q-2024-01-01,3.57
1470 - Cult Gym Shaikpet,Q-2024-01-01,3.5
1471 - Cult Shaikpet,Q-2024-01-01,3.83
1472 - Cult Gym Hennur,Q-2024-01-01,3.73
"1473 - Cult Gym Thubarahalli, BEML Layout",Q-2024-01-01,3.72
1475 - Cult Hennur,Q-2024-01-01,3.81
"1476 - Cult Thubarahalli, BEML Layout",Q-2024-01-01,3.82
"1486 - Gold's Gym (Kandivali East, Thakur Mall)",Q-2024-01-01,3.77
149 - Cult Hauz Khas,Q-2024-01-01,3.88
1496 - Battle Fit Gym (Sarvodaya Enclave),Q-2024-01-01,3.76
1497 - Cult Gym Kompally,Q-2024-01-01,3.8
1498 - Cult Gym Model Town,Q-2024-01-01,3.73
1499 - Cult Gym Dilsukhnagar,Q-2024-01-01,3.68
15 - GymX Marathahalli,Q-2024-01-01,3.51
1500 - Cult Gym Preet Vihar,Q-2024-01-01,3.69
1501 - Cult Gym Hoodi Main,Q-2024-01-01,3.75
"1502 - Cult Gym Whitefield, Shantiniketan",Q-2024-01-01,3.67
1503 - Cult Gym Koramangala 80 Ft Road,Q-2024-01-01,3.64
1515 - Cult Gym Gachibowli - Indira Nagar,Q-2024-01-01,3.68
152 - Cult Banashankari,Q-2024-01-01,3.86
1531 - Raptor Fitness,Q-2024-01-01,3.72
1536 - Fit24,Q-2024-01-01,
154 - Cult JP Nagar 7th Phase,Q-2024-01-01,3.84
1541 - Ovalnet Badminton Academy,Q-2024-01-01,3.5
1546 - Foundry Active (Kaggadasapura) - GX,Q-2024-01-01,3.64
155 - Cult Harlur (deprecated),Q-2024-01-01,3.83
"1553 - Cult Gym Rajouri Garden, Z Block",Q-2024-01-01,3.63
"1554 - Cult Rajouri Garden, Z Block",Q-2024-01-01,3.91
156 - Cult Sahakar Nagar,Q-2024-01-01,3.89
1560 - The Core Fit Gym,Q-2024-01-01,3.65
157 - Cult Marathahalli,Q-2024-01-01,3.84
1586 - Volt Fitness Studio (Begumpet),Q-2024-01-01,3.58
159 - Cult Yelahanka,Q-2024-01-01,3.91
160 - Cult Bannerghatta Main Rd,Q-2024-01-01,3.92
161 - Cult RR Nagar,Q-2024-01-01,3.9
162 - Cult Kannamangala,Q-2024-01-01,3.91
163 - Cult RT Nagar (deprecated),Q-2024-01-01,3.85
"1631 - Cult Gym Rohini, Sector 11",Q-2024-01-01,3.55
"1632 - Cult Gym Tulip Chowk, Sector 69",Q-2024-01-01,3.53
1634 - Cult Gym Thanisandra (Near Bhartiya City),Q-2024-01-01,3.7
"1635 - Cult Gym Srinivasapura, RR Nagar",Q-2024-01-01,3.78
"1639 - Cult Rohini, Sector 11",Q-2024-01-01,3.9
"1640 - Cult Tulip Chowk, Sector 69",Q-2024-01-01,3.9
1644 - Cult Thanisandra (Near Bhartiya City),Q-2024-01-01,3.84
"1645 - Cult Srinivasapura, RR Nagar",Q-2024-01-01,3.89
1661 - Cult South Extension,Q-2024-01-01,3.71
167 - Cult Banjara Hills,Q-2024-01-01,3.89
1676 - Gold's Gym (Eco World Bellandur),Q-2024-01-01,3.85
1677 - Cult.Play JP Nagar The BigBox,Q-2024-01-01,3.72
1678 - Pump Nation Fitness,Q-2024-01-01,3.75
168 - Cult Kondapur,Q-2024-01-01,3.87
"1684 - Cult Fitnest Prime, Prashant Vihar",Q-2024-01-01,3.89
1692 - Vibe Fitness Studio (Kompally),Q-2024-01-01,3.73
1697 - Raptor Fitness,Q-2024-01-01,3.7
1698 - F99 Fit (Pragathi Nagar),Q-2024-01-01,3.68
17 - 121 Premium Fitness Studio,Q-2024-01-01,3.67
170 - Cult Kukatpally,Q-2024-01-01,3.88
171 - Cult Vasant Kunj,Q-2024-01-01,3.9
1712 - Cult Gym Bahu Plaza Main,Q-2024-01-01,3.7
1717 - Cult Bahu Plaza Main,Q-2024-01-01,3.78
172 - Cult Gachibowli,Q-2024-01-01,3.86
1732 - Gold's Gym (Sarjapur),Q-2024-01-01,3.9
174 - Cult Rajouri Garden,Q-2024-01-01,3.92
18 - Fit 24,Q-2024-01-01,3.63
1812 - Cult Gym Lokhandwala,Q-2024-01-01,3.8
182 - Cult Basavanagudi,Q-2024-01-01,3.87
183 - Cult Chandra Layout Maruthi Nagar,Q-2024-01-01,3.89
1830 - Boss Fitness - Vinayagapuram,Q-2024-01-01,2.92
1833 - Boss Fitness -  Keeranatham,Q-2024-01-01,2.67
1835 - Boss Fitness -  Vadavalli,Q-2024-01-01,3.17
184 - Cult Begumpet,Q-2024-01-01,3.88
1840 - Cult Gym Mittal's City Mall Bathinda,Q-2024-01-01,3.71
1844 - Five The Fitness Hive,Q-2024-01-01,3.57
1850 - Cult Gym Banjara Hills,Q-2024-01-01,3.73
1851 - Swimlife-Cult.Play-Museum Road,Q-2024-01-01,3.59
1852 - HRX Gym RR Nagar,Q-2024-01-01,3.72
1871 - Cult Gachibowli - Indira Nagar,Q-2024-01-01,3.86
1872 - Cult Gym BTM 2nd Stage,Q-2024-01-01,3.45
1877 - Cult Mittal's City Mall Bathinda,Q-2024-01-01,3.97
1896 - Daybreakers X Wellness Gym,Q-2024-01-01,4
191 - Cult Janakpuri,Q-2024-01-01,3.92
192 - Cult Patel Nagar,Q-2024-01-01,3.94
193 - Cult Kalyan Nagar,Q-2024-01-01,3.85
194 - Cult Botanical Garden Rd,Q-2024-01-01,3.86
1950 - Third Eye Fitness,Q-2024-01-01,3.69
1962 - Cult Gym Hesarghatta Road,Q-2024-01-01,3.6
1967 - Cult Hesaraghatta Road,Q-2024-01-01,3.84
1968 - Cult Gym Hennur Gardens (earlier Kothanur),Q-2024-01-01,3.81
1969 - Cult Gym Sarjapur - Dommasandra,Q-2024-01-01,3.7
1970 - Cult Sarjapur - Dommasandra,Q-2024-01-01,3.85
"1971 - Cult Gym HRBR Layout, Banaswadi",Q-2024-01-01,3.71
"1972 - Cult HRBR Layout, Banaswadi",Q-2024-01-01,3.83
1975 - Component Fitness Janakpuri,Q-2024-01-01,4
1979 - Shred Fitness,Q-2024-01-01,3.59
1985 - Divine Fitness,Q-2024-01-01,3.78
1991 - Cult Gym Lower Parel,Q-2024-01-01,3.69
1992 - Cult Lower Parel,Q-2024-01-01,3.88
1995 - L7 Fitness Studio (Ex Commando Fitness),Q-2024-01-01,3.64
1996 - Cult Gym Chembur,Q-2024-01-01,3.77
1997 - Cult Hennur Gardens (earlier Kothanur),Q-2024-01-01,3.84
1999 - Cult Gym Puppalaguda,Q-2024-01-01,3.66
20 - Moments Fitness Hub 2.0,Q-2024-01-01,3.67
200 - Cult Madinaguda,Q-2024-01-01,3.88
2006 - Cult Gym Banashankari 3rd Stage,Q-2024-01-01,3.71
2007 - Cult Banashankari 3rd Stage,Q-2024-01-01,3.81
2008 - Cult Puppalaguda,Q-2024-01-01,3.9
201 - Cult Pitampura,Q-2024-01-01,3.88
2018 - Cult Gym Vijayanagar,Q-2024-01-01,3.5
202 - Cult Whitefield Hopefarm,Q-2024-01-01,3.87
2020 - Cult Vijayanagar,Q-2024-01-01,3.72
2023 - GymX Fitness Redefined (HBR Layout),Q-2024-01-01,3.6
203 - Cult Frazer Town,Q-2024-01-01,3.83
208 - Cult Model Town,Q-2024-01-01,3.84
2083 - All Time Fitness,Q-2024-01-01,3.73
2084 - NMOD Fitness Club,Q-2024-01-01,3.71
2089 - Cult.Play Kanakpura Rd Eagle Nest Sports Academy,Q-2024-01-01,3.75
21 - Zest Fitness,Q-2024-01-01,3.61
212 - Cult Sarjapur Doddakannalli,Q-2024-01-01,3.86
213 - Cult Rajajinagar,Q-2024-01-01,3.87
2147 - Vibes Fitness Gym DLF Phase 3,Q-2024-01-01,4
2151 - Cult Gym Ghatkopar,Q-2024-01-01,3.53
2152 - Cult Ghatkopar,Q-2024-01-01,3.86
216 - Cult Eros Sector 49,Q-2024-01-01,3.89
219 - Cult Madhapur,Q-2024-01-01,3.89
221 - Cult South Extension (deprecated),Q-2024-01-01,3.9
2216 - Dynamic Fitness Studio,Q-2024-01-01,3.74
2228 - Cult Kondapur (Raghavendra Colony),Q-2024-01-01,3.84
2232 - Cult Gym Nirlon Knowledge Park (Employees Only),Q-2024-01-01,3.79
224 - Cult Hiranandani Gardens,Q-2024-01-01,3.92
2241 - Multifit Aundh,Q-2024-01-01,3.73
2259 - Be Beast,Q-2024-01-01,3.49
2267 - Brahma Fitness,Q-2024-01-01,3.63
227 - Cult AS Rao Nagar,Q-2024-01-01,3.93
2273 - GymX Fitness Redefined (Sarjapur),Q-2024-01-01,3.5
2274 - GK Wellness Studio,Q-2024-01-01,3.66
228 - Cult Himayatnagar,Q-2024-01-01,3.88
23 - Rush Fitness,Q-2024-01-01,3.71
230 - Cult Hoodi,Q-2024-01-01,3.81
2304 - Resistance 60,Q-2024-01-01,
231 - Cult Akshayanagar,Q-2024-01-01,3.84
2311 - Cult Gym HSR 5th Main,Q-2024-01-01,3.73
2319 - Cult Nirlon Knowledge Park (Employees Only),Q-2024-01-01,3.8
232 - Cult Brigade Road,Q-2024-01-01,3.85
